,hour,minute,time_of_day,approved,denied,failed,processing,refunded,reversed,total,time_bin
2023-01-01 01:00:00,1,4,64,0.9572649572649573,0.042735042735042736,0.0,0.0,0.0,0.0,117.0,1
2023-01-01 01:05:00,1,9,69,0.8661971830985915,0.04929577464788732,0.0,0.0,0.0,0.04225352112676056,142.0,1
2023-01-01 01:10:00,1,14,74,0.9278350515463918,0.07216494845360824,0.0,0.0,0.0,0.0,97.0,1
2023-01-01 01:15:00,1,19,79,1.0,0.0,0.0,0.0,0.0,0.0,103.0,1
2023-01-01 01:20:00,1,24,84,0.9215686274509803,0.049019607843137254,0.0,0.0,0.029411764705882353,0.0,102.0,1
2023-01-01 01:25:00,1,29,89,0.9069767441860465,0.09302325581395349,0.0,0.0,0.0,0.0,86.0,1
2023-01-01 01:30:00,1,34,94,0.794392523364486,0.205607476635514,0.0,0.0,0.0,0.0,107.0,1
2023-01-01 01:35:00,1,39,99,0.859375,0.140625,0.0,0.0,0.0,0.0,64.0,1
2023-01-01 01:40:00,1,44,104,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,90.0,1
2023-01-01 01:45:00,1,49,109,1.0,0.0,0.0,0.0,0.0,0.0,82.0,1
2023-01-01 01:50:00,1,54,114,1.0,0.0,0.0,0.0,0.0,0.0,65.0,1
2023-01-01 01:55:00,1,59,119,0.8728813559322034,0.1271186440677966,0.0,0.0,0.0,0.0,118.0,1
2023-01-01 02:00:00,2,4,124,0.9302325581395349,0.06976744186046512,0.0,0.0,0.0,0.0,86.0,1
2023-01-01 02:05:00,2,9,129,0.98989898989899,0.010101010101010102,0.0,0.0,0.0,0.0,99.0,1
2023-01-01 02:10:00,2,14,134,1.0,0.0,0.0,0.0,0.0,0.0,56.0,1
2023-01-01 02:15:00,2,19,139,0.9491525423728814,0.05084745762711865,0.0,0.0,0.0,0.0,59.0,1
2023-01-01 02:20:00,2,24,144,0.9098360655737705,0.09016393442622951,0.0,0.0,0.0,0.0,122.0,1
2023-01-01 02:25:00,2,29,149,1.0,0.0,0.0,0.0,0.0,0.0,46.0,1
2023-01-01 02:30:00,2,34,154,0.9777777777777777,0.022222222222222223,0.0,0.0,0.0,0.0,90.0,1
2023-01-01 02:35:00,2,39,159,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,0.0,39.0,1
2023-01-01 02:40:00,2,44,164,0.9900990099009901,0.009900990099009901,0.0,0.0,0.0,0.0,101.0,1
2023-01-01 02:45:00,2,49,169,1.0,0.0,0.0,0.0,0.0,0.0,54.0,1
2023-01-01 02:50:00,2,54,174,0.75,0.25,0.0,0.0,0.0,0.0,20.0,1
2023-01-01 02:55:00,2,59,179,1.0,0.0,0.0,0.0,0.0,0.0,64.0,1
2023-01-01 03:00:00,3,4,184,1.0,0.0,0.0,0.0,0.0,0.0,62.0,1
2023-01-01 03:05:00,3,9,189,0.9767441860465116,0.023255813953488372,0.0,0.0,0.0,0.0,43.0,1
2023-01-01 03:10:00,3,14,194,0.9080459770114943,0.09195402298850575,0.0,0.0,0.0,0.0,87.0,1
2023-01-01 03:15:00,3,19,199,1.0,0.0,0.0,0.0,0.0,0.0,37.0,1
2023-01-01 03:25:00,3,29,209,1.0,0.0,0.0,0.0,0.0,0.0,37.0,1
2023-01-01 04:15:00,4,19,259,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2
2023-01-01 04:20:00,4,24,264,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2
2023-01-01 04:25:00,4,29,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2023-01-01 04:30:00,4,34,274,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2
2023-01-01 04:35:00,4,39,279,1.0,0.0,0.0,0.0,0.0,0.0,52.0,2
2023-01-01 04:40:00,4,44,284,1.0,0.0,0.0,0.0,0.0,0.0,71.0,2
2023-01-01 04:45:00,4,49,289,1.0,0.0,0.0,0.0,0.0,0.0,27.0,2
2023-01-01 04:50:00,4,54,294,1.0,0.0,0.0,0.0,0.0,0.0,61.0,2
2023-01-01 04:55:00,4,59,299,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,60.0,2
2023-01-01 05:00:00,5,4,304,1.0,0.0,0.0,0.0,0.0,0.0,69.0,2
2023-01-01 05:05:00,5,9,309,0.9836065573770492,0.01639344262295082,0.0,0.0,0.0,0.0,61.0,2
2023-01-01 05:10:00,5,14,314,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0,85.0,2
2023-01-01 05:15:00,5,19,319,0.8602150537634409,0.13978494623655913,0.0,0.0,0.0,0.0,93.0,2
2023-01-01 05:20:00,5,24,324,0.847457627118644,0.15254237288135594,0.0,0.0,0.0,0.0,59.0,2
2023-01-01 05:25:00,5,29,329,0.8316831683168316,0.16831683168316833,0.0,0.0,0.0,0.0,101.0,2
2023-01-01 05:30:00,5,34,334,0.8472222222222222,0.1527777777777778,0.0,0.0,0.0,0.0,72.0,2
2023-01-01 05:35:00,5,39,339,0.9428571428571428,0.05714285714285714,0.0,0.0,0.0,0.0,105.0,2
2023-01-01 05:40:00,5,44,344,0.8512396694214877,0.1487603305785124,0.0,0.0,0.0,0.0,121.0,2
2023-01-01 05:45:00,5,49,349,0.8584070796460177,0.1415929203539823,0.0,0.0,0.0,0.0,113.0,2
2023-01-01 05:50:00,5,54,354,0.9770992366412213,0.022900763358778626,0.0,0.0,0.0,0.0,131.0,2
2023-01-01 05:55:00,5,59,359,0.9175257731958762,0.07216494845360824,0.0,0.0,0.010309278350515464,0.0,194.0,2
2023-01-01 06:00:00,6,4,364,0.8961038961038961,0.1038961038961039,0.0,0.0,0.0,0.0,154.0,2
2023-01-01 06:05:00,6,9,369,0.9226190476190477,0.047619047619047616,0.0,0.0,0.0,0.02976190476190476,168.0,2
2023-01-01 06:10:00,6,14,374,0.8742857142857143,0.10285714285714286,0.0,0.0,0.0,0.022857142857142857,175.0,2
2023-01-01 06:15:00,6,19,379,0.9155555555555556,0.07555555555555556,0.0,0.0,0.0,0.0044444444444444444,225.0,2
2023-01-01 06:20:00,6,24,384,0.8552631578947368,0.11403508771929824,0.0,0.0,0.008771929824561403,0.017543859649122806,228.0,2
2023-01-01 06:25:00,6,29,389,0.8271604938271605,0.102880658436214,0.0,0.0,0.0,0.037037037037037035,243.0,2
2023-01-01 06:30:00,6,34,394,0.8381294964028777,0.11510791366906475,0.0,0.0,0.0,0.046762589928057555,278.0,2
2023-01-01 06:35:00,6,39,399,0.8294314381270903,0.09364548494983277,0.0,0.0,0.0,0.07023411371237458,299.0,2
2023-01-01 06:40:00,6,44,404,0.8716216216216216,0.10810810810810811,0.0,0.0,0.0,0.010135135135135136,296.0,2
2023-01-01 06:45:00,6,49,409,0.8710801393728222,0.12195121951219512,0.0,0.0,0.0,0.006968641114982578,287.0,2
2023-01-01 06:50:00,6,54,414,0.875,0.08423913043478261,0.0,0.0,0.019021739130434784,0.021739130434782608,368.0,2
2023-01-01 06:55:00,6,59,419,0.8100961538461539,0.08653846153846154,0.0,0.0,0.004807692307692308,0.06971153846153846,416.0,2
2023-01-01 07:00:00,7,4,424,0.8699763593380615,0.10638297872340426,0.0,0.0,0.004728132387706856,0.018912529550827423,423.0,2
2023-01-01 07:05:00,7,9,429,0.8737270875763747,0.08757637474541752,0.0,0.0,0.012219959266802444,0.026476578411405296,491.0,2
2023-01-01 07:10:00,7,14,434,0.8506024096385543,0.10361445783132531,0.0,0.0,0.007228915662650603,0.03855421686746988,415.0,2
2023-01-01 07:15:00,7,19,439,0.8785249457700651,0.09761388286334056,0.0,0.0,0.0,0.021691973969631236,461.0,2
2023-01-01 07:20:00,7,24,444,0.9059040590405905,0.06826568265682657,0.0,0.0,0.0,0.025830258302583026,542.0,2
2023-01-01 07:25:00,7,29,449,0.8450946643717728,0.08261617900172118,0.0,0.0,0.0,0.05163511187607573,581.0,2
2023-01-01 07:30:00,7,34,454,0.8847457627118644,0.07796610169491526,0.0,0.0,0.0,0.0288135593220339,590.0,2
2023-01-01 07:35:00,7,39,459,0.8855421686746988,0.08734939759036145,0.0,0.0,0.0,0.015060240963855422,664.0,2
2023-01-01 07:40:00,7,44,464,0.8729641693811075,0.10586319218241043,0.0,0.0,0.004885993485342019,0.008143322475570033,614.0,2
2023-01-01 07:45:00,7,49,469,0.8630338733431517,0.08100147275405008,0.0,0.0,0.013254786450662739,0.030927835051546393,679.0,2
2023-01-01 07:50:00,7,54,474,0.84375,0.13020833333333334,0.0,0.0,0.005208333333333333,0.020833333333333332,768.0,2
2023-01-01 08:00:00,8,4,484,0.8898963730569949,0.08549222797927461,0.0,0.0,0.0038860103626943004,0.011658031088082901,772.0,3
2023-01-01 08:05:00,8,9,489,0.8135048231511254,0.1082529474812433,0.0,0.0,0.0,0.055734190782422297,933.0,3
2023-01-01 08:10:00,8,14,494,0.8697435897435898,0.09948717948717949,0.0,0.0,0.0,0.022564102564102566,975.0,3
2023-01-01 08:15:00,8,19,499,0.882865440464666,0.10842207163601161,0.0,0.0,0.002904162633107454,0.002904162633107454,1033.0,3
2023-01-01 08:20:00,8,24,504,0.8535489667565139,0.1096136567834681,0.0,0.0,0.006289308176100629,0.030548068283917342,1113.0,3
2023-01-01 08:25:00,8,29,509,0.8857644991212654,0.09753954305799649,0.0,0.0,0.0035149384885764497,0.008787346221441126,1138.0,3
2023-01-01 08:30:00,8,34,514,0.8600337268128162,0.0893760539629005,0.0,0.0,0.002529510961214165,0.04047217537942664,1186.0,3
2023-01-01 08:35:00,8,39,519,0.8784576697401508,0.08717518860016764,0.0,0.0,0.009220452640402346,0.020117351215423303,1193.0,3
2023-01-01 08:40:00,8,44,524,0.8818040435458787,0.10108864696734059,0.0,0.0,0.0023328149300155523,0.014774494556765163,1286.0,3
2023-01-01 08:45:00,8,49,529,0.8633802816901408,0.09295774647887324,0.0,0.0,0.0014084507042253522,0.027464788732394368,1420.0,3
2023-01-01 08:55:00,8,59,539,0.8883357041251778,0.09815078236130868,0.0,0.0,0.004978662873399715,0.008534850640113799,1406.0,3
2023-01-01 09:00:00,9,4,544,0.872852233676976,0.09965635738831616,0.0,0.0,0.0,0.021305841924398626,1455.0,3
2023-01-01 09:05:00,9,9,549,0.8628158844765343,0.08182912154031288,0.0,0.0,0.0,0.03910950661853189,1662.0,3
2023-01-01 09:10:00,9,14,554,0.8614845119812975,0.09059029807130334,0.0,0.0,0.0017533606078316774,0.03331385154880187,1711.0,3
2023-01-01 09:15:00,9,19,559,0.8781636256621542,0.0959387875220718,0.0,0.0,0.004120070629782225,0.01883460859329017,1699.0,3
2023-01-01 09:20:00,9,24,564,0.8840896664844177,0.0847457627118644,0.0,0.0,0.002186987424822307,0.022963367960634227,1829.0,3
2023-01-01 09:25:00,9,29,569,0.8565656565656565,0.09545454545454546,0.0,0.0,0.004545454545454545,0.031818181818181815,1980.0,3
