,hour,minute,time_of_day,approved,denied,failed,processing,refunded,reversed,total,time_bin
2023-01-01 21:55:00,21,59,1319,0.884313725490196,0.10588235294117647,0.0,0.0,0.00196078431372549,0.00784313725490196,510.0,6
2023-01-01 22:00:00,22,4,1324,0.9053497942386831,0.09053497942386832,0.0,0.0,0.00205761316872428,0.00205761316872428,486.0,6
2023-01-01 22:05:00,22,9,1329,0.8733624454148472,0.1222707423580786,0.0,0.0,0.004366812227074236,0.0,458.0,6
2023-01-01 22:10:00,22,14,1334,0.8194130925507901,0.17155756207674944,0.0,0.0,0.002257336343115124,0.004514672686230248,443.0,6
2023-01-01 22:15:00,22,19,1339,0.8637532133676092,0.13110539845758354,0.0,0.0,0.002570694087403599,0.002570694087403599,389.0,6
2023-01-01 22:20:00,22,24,1344,0.8794871794871795,0.11282051282051282,0.0,0.0,0.0,0.007692307692307693,390.0,6
2023-01-01 22:25:00,22,29,1349,0.8970189701897019,0.08401084010840108,0.0,0.0,0.0027100271002710027,0.013550135501355014,369.0,6
2023-01-01 22:30:00,22,34,1354,0.8938906752411575,0.09003215434083602,0.0,0.0,0.006430868167202572,0.00964630225080386,311.0,6
2023-01-01 22:35:00,22,39,1359,0.8571428571428571,0.13677811550151975,0.0,0.0,0.00303951367781155,0.00303951367781155,329.0,6
2023-01-01 22:40:00,22,44,1364,0.8685714285714285,0.13142857142857142,0.0,0.0,0.0,0.0,350.0,6
2023-01-01 22:45:00,22,49,1369,0.8313609467455622,0.15680473372781065,0.0,0.0,0.0029585798816568047,0.005917159763313609,338.0,6
