,hour,minute,time_of_day,approved,denied,failed,processing,refunded,reversed,total,time_bin
2023-01-01 14:05:00,14,9,849,0.909480122324159,0.08623853211009175,0.0,0.0,0.001834862385321101,0.0024464831804281344,1635.0,4
2023-01-01 14:10:00,14,14,854,0.9097922848664688,0.08367952522255193,0.0,0.0,0.0035608308605341245,0.002967359050445104,1685.0,4
2023-01-01 14:15:00,14,19,859,0.8991549295774648,0.09408450704225352,0.0,0.0,0.0022535211267605635,0.004507042253521127,1775.0,4
2023-01-01 14:20:00,14,24,864,0.909688013136289,0.08593322386425835,0.0,0.0,0.0010946907498631637,0.003284072249589491,1827.0,4
2023-01-01 14:25:00,14,29,869,0.9014008620689655,0.0894396551724138,0.0005387931034482759,0.0,0.0021551724137931034,0.005387931034482759,1856.0,4
2023-01-01 17:10:00,17,14,1034,0.5964266946925907,0.08512874408828167,0.0,0.005780346820809248,0.013137151865475564,0.28691539674198635,1903.0,5
2023-01-01 17:15:00,17,19,1039,0.5089041095890411,0.12945205479452054,0.0,0.015068493150684932,0.015068493150684932,0.29315068493150687,1460.0,5
2023-01-01 18:45:00,18,49,1129,0.8622189992748368,0.12400290065264685,0.0,0.0,0.0029006526468455403,0.010877447425670777,1379.0,5
2023-01-01 18:50:00,18,54,1134,0.869894099848714,0.10968229954614221,0.0,0.0,0.0045385779122541605,0.015128593040847202,1322.0,5
2023-01-01 18:55:00,18,59,1139,0.8679245283018868,0.11471698113207547,0.0007547169811320754,0.0,0.0015094339622641509,0.012830188679245283,1325.0,5
2023-01-01 19:00:00,19,4,1144,0.8633791430881164,0.11802748585286985,0.0,0.0008084074373484236,0.005658852061438965,0.012126111560226353,1237.0,5
2023-01-01 19:05:00,19,9,1149,0.8663865546218488,0.12184873949579832,0.0,0.0,0.0016806722689075631,0.010084033613445379,1190.0,5
2023-01-01 19:10:00,19,14,1154,0.8751139471285324,0.11394712853236098,0.0,0.0,0.0036463081130355514,0.007292616226071103,1097.0,5
2023-01-01 19:15:00,19,19,1159,0.8795518207282913,0.1092436974789916,0.0,0.0,0.0009337068160597573,0.009337068160597572,1071.0,5
2023-01-01 19:20:00,19,24,1164,0.8756319514661274,0.10616784630940344,0.0,0.0,0.006066734074823054,0.012133468149646108,989.0,5
2023-01-01 19:30:00,19,34,1174,0.8666666666666667,0.11764705882352941,0.0,0.000980392156862745,0.00196078431372549,0.012745098039215686,1020.0,5
2023-01-01 19:35:00,19,39,1179,0.8776328986960883,0.10431293881644935,0.0,0.0,0.003009027081243731,0.013039117352056168,997.0,5
2023-01-01 19:40:00,19,44,1184,0.8710801393728222,0.11498257839721254,0.0,0.0,0.0011614401858304297,0.012775842044134728,861.0,5
2023-01-01 20:05:00,20,9,1209,0.86558516801854,0.12282734646581692,0.0,0.0,0.002317497103128621,0.009269988412514484,863.0,6
